question,existential,conditional,npn
8.452110259997426,8.485730273998342,8.511632684996584,8.531689044990344
8.472864993993426,8.479210457997397,8.529166909997002,8.532249501993647
8.41257214700454,8.421314374994836,8.515039781996165,8.538639673992293
8.503318925009808,8.471206414003973,8.595822279996355,8.488868105006986
8.465209318994312,8.473851160000777,8.527060092994361,8.51431952099665
8.572533840007964,8.540969007008243,8.56455502899189,8.650934174991562
8.511996586996247,8.562017342992476,8.585379422991537,8.598815021003247
8.52594231000694,8.594631862011738,8.574685721003334,8.613181395005086
8.643252741007018,8.570698215000448,8.606937565011322,8.602183769995463
8.570734481996624,8.544186150989844,8.598309174994938,8.629161667005974
8.500747643003706,8.565349986994988,8.598049652995542,8.676631627997267
8.550409444011166,8.54628753499128,8.599411988994689,8.59865615599847
8.552809543994954,8.579316817995277,8.600247545997263,8.679207285007578
8.49530211801175,8.585204304996296,8.555149701001938,8.622673624995514
8.54989346000366,8.573785900007351,8.571559159012395,8.619685682991985
8.528553834999911,8.528382260992657,8.614295441002469,8.605353494000155
8.543172503006645,8.620392382988939,8.930132061010227,8.68521274199884
8.537071377999382,8.585404540004674,8.55298910199781,8.625939852994634
8.510870692989556,8.5519580149994,8.59567203799088,8.683271579997381
8.515251652002917,8.56106813599763,8.568451985993306,8.650416852004128
8.551943315993412,8.54189721000148,8.599628120995476,8.641697786995792
8.603086992996396,8.55997973799822,8.584090850999928,8.629110819005291
8.491309388002264,8.57904406299349,8.530146229997627,8.64746351800568
8.520780332997674,8.552045189993805,8.631999457007623,8.653648028994212
8.512960928987013,8.567447748006089,8.567367554001976,8.584178199991584
8.465360650996445,8.51127607699891,8.829434430997935,8.81156852899585
8.441374062997056,8.432680462006829,8.483000071995775,8.513169091995223
8.409426539001288,8.439290841997718,8.501948839999386,8.495472412003437
8.504451021988643,8.416348196013132,8.542400890990393,8.520346049001091
8.450512176001212,8.509888001004583,8.50770487099362,8.487107519002166
8.468115515992395,8.464105762002873,8.445734093998908,8.529732668001088
8.404077746003168,8.50537065199751,8.546645068010548,8.494795320002595
8.473032410009182,8.42899836799188,8.505756831000326,8.616213373010396
8.457266515993979,8.591638437996153,8.518143285007682,8.548466752006789
8.425398393999785,8.399742907000473,8.447143152006902,8.509715092994156
8.480631466009072,8.48058397800196,8.63490533499862,8.536040855004103
8.463588268001331,8.479816959006712,8.41667760600103,8.630256114993244
8.55939017800847,8.544845178999822,8.446052405008231,8.593911793010193
8.474550551007269,8.483283339010086,8.522755073994631,8.52780668399646
8.479082238001865,8.500434041998233,8.505618934999802,8.62757437498658
8.457234321002034,8.485439958007191,8.497599124995759,8.523040351006784
8.431927181998617,8.536239476990886,8.512935541002662,8.552518818993121
8.45537246800086,8.447357234006631,8.399821305996738,8.537073789004353
8.49232403600763,8.452704038994852,8.466800309994142,8.666366252000444
8.474579585003085,8.487654587996076,8.450113178987522,8.538887129005161
8.42287772501004,8.530370288994163,8.5472679240047,8.52582342500682
8.462035620003007,8.513087447005091,8.505922423006268,8.516919214001973
8.437261168000987,8.474651814991375,8.524964801996248,8.54823314899113
8.436890441007563,8.49623797199456,8.539051187995938,8.574253254002542
8.38508433199604,8.535242297002696,8.506584265996935,8.552026540011866
8.449787560995901,8.473198002000572,8.515447085010237,8.484146915012388
8.435788738992414,8.444499707009527,8.517658329001279,8.576869477998116
8.458749550001812,8.499036420995253,8.514502588004689,8.59862505098863
8.46926572699158,8.466344757995103,8.558510347997071,8.551408861996606
8.496427516001859,8.531989726994652,8.503021117998287,8.67688555001223
