conditional,npn,question,existential
0.1253743699999177,0.6404238600007375,0.022398027998860925,0.06635794999965583
0.12396383899977081,0.6581162580005184,0.02248830900134635,0.07216492000225116
0.12915777299713227,0.6331892220005102,0.019450135998340556,0.07390064300125232
0.12550870800259872,0.6358016949998273,0.01964531200064812,0.062203733999922406
0.12799447499855887,0.6392913819981914,0.019862829998601228,0.061337357001320925
0.12843178099865327,0.6662739790008345,0.020894953999231802,0.1038573189980525
0.14341162300115684,0.6628150899996399,0.023845585998060415,0.06164615300076548
0.12974715400196146,0.6434648350004863,0.023028277999401325,0.060848556997370906
0.12684455099952174,0.646911915999226,0.02719732399782515,0.058818595000047935
0.12952753200079314,0.6472490040032426,0.024144765000528423,0.05933670599915786
0.1310423940012697,0.6515904680018139,0.02107125299880863,0.06942519400035962
0.12653845900058514,0.668541692000872,0.02325665799799026,0.057709821998287225
0.12756978500328842,0.6709639380023873,0.02051372099958826,0.07494561400017119
0.16340075399784837,0.7380798970007163,0.02636775300197769,0.06495782799902372
0.1379421370002092,0.7857174439996015,0.02307005699913134,0.06815580399779719
0.1417560020017845,0.7306249029970786,0.02139760899808607,0.06968409600085579
0.1389782739970542,0.6862762470009329,0.022943749001569813,0.07636899999852176
0.12847516600231756,0.7386041190002288,0.02376229600122315,0.08081900300021516
0.13318646799962153,0.6778795150021324,0.020289797001169063,0.06388991099811392
0.14519923399711843,0.7100052999994659,0.024941149000369478,0.0639030480015208
0.1297266830006265,0.7311290310026379,0.019584330002544448,0.06140525000228081
0.13771701000223402,0.6444000209994556,0.0217313369976182,0.06222830299884663
0.13958239299972774,0.7007374309978331,0.024217394002334913,0.059077093999803765
